ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Complain,Z_CostContact,Z_Revenue
5955,1962,Graduation,Together,72025.0,0,0,17-11-2012,27,0,3,11
2928,1975,PhD,Single,52614.0,0,1,01-12-2012,63,0,3,11
5680,1984,2n Cycle,Married,35684.0,1,0,22-04-2014,66,0,3,11
10313,1975,Graduation,Married,48178.0,1,1,28-10-2012,69,0,3,11
2557,1970,Master,Single,29548.0,1,0,29-08-2013,52,0,3,11
1245,1966,Graduation,Single,63810.0,0,1,11-11-2012,45,0,3,11
1519,1972,PhD,Single,38578.0,1,1,22-06-2013,2,0,3,11
10703,1975,Master,Single,46098.0,1,1,18-08-2012,86,0,3,11
1726,1970,Graduation,Single,22585.0,0,0,18-03-2013,23,0,3,11
4459,1989,Graduation,Single,30279.0,1,0,30-12-2012,13,0,3,11
1729,1961,PhD,Together,66426.0,0,1,02-10-2013,14,0,3,11
1517,1969,Graduation,Single,30822.0,1,0,14-06-2013,92,0,3,11
2098,1969,PhD,Married,33581.0,2,0,08-01-2013,38,0,3,11
9543,1985,Graduation,Married,19986.0,1,0,14-11-2013,74,0,3,11
6878,1954,Graduation,Widow,27421.0,0,0,12-12-2012,14,0,3,11
3310,1973,2n Cycle,Married,35688.0,2,1,22-08-2012,94,0,3,11
2724,1981,Master,Single,36143.0,1,0,30-03-2014,33,0,3,11
948,1971,Graduation,Single,10245.0,1,0,15-05-2013,32,0,3,11
6720,1968,Master,Together,43795.0,0,1,16-10-2013,11,0,3,11
6202,1960,Graduation,Together,63381.0,0,1,05-10-2012,78,0,3,11
2066,1949,Graduation,Together,38823.0,0,1,30-08-2012,56,0,3,11
9799,1968,PhD,Divorced,83664.0,1,1,08-05-2013,57,0,3,11
8318,1979,Graduation,Together,90300.0,0,0,03-01-2014,7,0,3,11
5642,1979,Master,Together,62499.0,1,0,09-12-2013,0,0,3,11
2669,1993,Graduation,Single,74293.0,0,0,04-05-2014,66,0,3,11
455,1946,PhD,Married,51012.0,0,0,18-04-2013,86,0,3,11
7683,1968,Master,Married,70777.0,0,1,25-02-2014,80,0,3,11
3428,1991,PhD,Together,68682.0,0,0,06-10-2013,56,0,3,11
7414,1971,Graduation,Married,43824.0,1,1,15-09-2012,18,0,3,11
6354,1984,Graduation,Together,15345.0,1,0,31-08-2012,51,0,3,11
798,1987,Graduation,Single,23442.0,1,0,24-12-2012,71,0,3,11
8213,1980,2n Cycle,Together,14515.0,1,0,09-11-2012,71,0,3,11
2488,1956,2n Cycle,Divorced,31395.0,1,1,23-03-2013,80,0,3,11
9999,1965,Graduation,Together,75276.0,0,0,27-09-2012,2,0,3,11
7617,1974,Graduation,Single,42373.0,1,1,15-08-2013,83,0,3,11
615,1960,Graduation,Together,30507.0,0,0,11-03-2013,29,0,3,11
2552,1955,PhD,Single,55521.0,1,2,22-10-2013,11,0,3,11
194,1965,Graduation,Married,48006.0,1,1,09-06-2014,55,0,3,11
3645,1972,PhD,Single,27213.0,1,0,30-08-2012,19,0,3,11
8890,1971,PhD,Divorced,65808.0,1,1,30-05-2014,1,0,3,11
5049,1974,PhD,Together,30351.0,1,0,06-06-2013,19,0,3,11
9973,1963,Graduation,Married,50437.0,0,2,17-10-2012,28,0,3,11
7301,1982,2n Cycle,Single,23616.0,1,0,17-11-2012,76,0,3,11
10882,1976,Graduation,Married,53858.0,0,1,09-11-2012,50,0,3,11
7030,1955,PhD,Married,66465.0,0,1,30-03-2013,1,0,3,11
7422,1987,Graduation,Single,46923.0,1,0,22-08-2012,90,0,3,11
3523,1962,Graduation,Together,75072.0,0,1,23-01-2013,83,0,3,11
7106,1943,PhD,Married,75865.0,0,0,31-03-2014,73,0,3,11
6504,1975,2n Cycle,Together,19789.0,1,0,20-11-2013,24,0,3,11
5067,1994,Graduation,Together,80134.0,0,0,14-02-2014,11,0,3,11
4216,1981,Graduation,Single,91065.0,0,0,22-02-2013,33,0,3,11
8581,1971,Master,Married,49505.0,1,1,05-03-2013,4,0,3,11
5929,1973,PhD,Married,37401.0,1,0,06-05-2014,14,0,3,11
3129,1983,Graduation,Married,30096.0,1,0,22-05-2014,30,0,3,11
6528,1982,Master,Together,18492.0,1,0,05-06-2014,75,0,3,11
1361,1974,Master,Married,82584.0,0,0,04-06-2013,26,0,3,11
6932,1941,PhD,Married,93027.0,0,0,13-04-2013,77,0,3,11
7284,1953,Graduation,Married,48686.0,1,2,04-12-2013,8,0,3,11
1340,1986,Graduation,Married,92910.0,0,0,24-04-2014,42,0,3,11
8746,1989,Graduation,Married,75433.0,1,0,05-04-2014,28,0,3,11
5987,1989,2n Cycle,Together,10404.0,1,0,04-05-2014,52,0,3,11
3767,1968,Graduation,Married,61314.0,0,1,25-04-2013,1,0,3,11
3725,1961,PhD,Single,84865.0,0,0,09-05-2013,1,0,3,11
4324,1989,Graduation,Married,42387.0,1,0,29-10-2012,42,0,3,11
238,1967,2n Cycle,Together,67309.0,1,1,23-01-2013,76,0,3,11
6694,1964,Graduation,Married,75236.0,0,1,25-11-2013,27,0,3,11
498,1970,Graduation,Single,30015.0,1,0,02-02-2014,28,0,3,11
9347,1956,Master,Together,50943.0,0,1,21-06-2013,49,0,3,11
9699,1966,Graduation,Divorced,67272.0,0,1,21-12-2013,12,0,3,11
10664,1949,Master,Widow,51529.0,0,1,07-09-2013,14,0,3,11
5455,1971,PhD,Married,32011.0,1,0,22-08-2013,89,0,3,11
456,1986,2n Cycle,Married,7500.0,1,0,07-02-2013,96,0,3,11
5012,1989,Graduation,Married,28691.0,1,0,04-07-2013,56,0,3,11
7495,1948,PhD,Married,56223.0,0,1,20-12-2013,72,0,3,11
5029,1946,Graduation,Married,18100.0,0,0,06-08-2013,14,0,3,11
10642,1989,Graduation,Single,30279.0,1,0,30-12-2012,13,0,3,11
2106,1974,2n Cycle,Married,20130.0,0,0,17-03-2014,99,0,3,11
10364,1959,Graduation,Divorced,23295.0,0,0,13-07-2013,72,0,3,11
5954,1972,Master,Divorced,42618.0,1,0,09-10-2013,92,0,3,11
1137,1964,Graduation,Single,81246.0,0,0,29-12-2013,87,0,3,11
2541,1976,Graduation,Married,24027.0,1,0,09-06-2013,7,0,3,11
1142,1953,PhD,Married,55707.0,0,1,22-12-2013,91,0,3,11
2276,1955,Graduation,Single,57959.0,0,1,02-05-2013,71,0,3,11
2807,1969,Graduation,Married,56796.0,0,1,16-02-2013,24,0,3,11
6471,1971,Master,Single,36230.0,1,0,17-10-2013,17,0,3,11
6131,1980,2n Cycle,Married,70829.0,1,1,01-12-2013,87,0,3,11
6233,1976,Graduation,Married,65991.0,0,1,07-09-2012,21,0,3,11
4148,1972,Graduation,Married,38988.0,1,2,20-08-2012,90,0,3,11
4947,1966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,0,3,11
3225,1984,Master,Married,42207.0,1,0,01-04-2013,71,0,3,11
7540,1952,Graduation,Married,50300.0,0,1,25-05-2014,52,0,3,11
10648,1982,2n Cycle,Together,66664.0,0,0,25-09-2012,78,0,3,11
1992,1964,Graduation,Married,60597.0,0,1,01-01-2014,2,0,3,11
7851,1949,Graduation,Widow,70165.0,0,0,22-09-2013,60,0,3,11
8594,1958,PhD,Widow,50520.0,0,1,28-01-2014,25,0,3,11
7059,1963,Graduation,Married,80124.0,0,0,26-06-2014,47,0,3,11
2815,1975,Graduation,Married,33183.0,1,0,24-02-2014,46,0,3,11
2416,1969,PhD,Single,66582.0,0,0,03-03-2014,83,0,3,11
7999,1955,PhD,Together,75261.0,0,0,23-04-2013,17,0,3,11
9213,1970,Graduation,Widow,31880.0,1,0,31-10-2012,13,0,3,11
9697,1951,Graduation,Married,53790.0,0,2,06-03-2014,86,0,3,11
3916,1971,PhD,Together,49269.0,1,0,15-08-2012,92,0,3,11
2021,1975,Graduation,Married,61456.0,0,1,27-03-2013,47,0,3,11
1581,1980,Graduation,Married,37406.0,1,0,10-10-2013,18,0,3,11
564,1981,PhD,Together,56937.0,1,0,04-08-2012,81,0,3,11
6619,1978,Graduation,Married,38415.0,1,1,02-01-2013,91,0,3,11
9081,1988,Graduation,Single,20518.0,1,0,18-05-2014,58,0,3,11
178,1956,Graduation,Married,62503.0,0,1,18-02-2013,40,0,3,11
916,1972,PhD,Single,41644.0,1,1,09-05-2014,67,0,3,11
5512,1977,Master,Married,55842.0,0,1,23-05-2014,19,0,3,11
8970,1972,PhD,Married,62010.0,0,1,23-10-2012,93,0,3,11
10581,1977,Graduation,Married,41124.0,1,0,31-10-2012,41,0,3,11
5300,1973,Master,Married,38961.0,1,0,30-12-2013,60,0,3,11
5154,1972,Master,Divorced,37760.0,1,0,11-08-2013,54,0,3,11
8346,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,0,3,11
1676,1975,Graduation,Married,43057.0,0,1,30-10-2013,30,0,3,11
9286,1960,Master,Together,83151.0,0,0,10-10-2012,93,0,3,11
2426,1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,0,3,11
5172,1976,Master,Together,65104.0,0,1,14-11-2013,4,0,3,11
5562,1974,Graduation,Married,60093.0,0,1,26-06-2013,92,0,3,11
3436,1969,Graduation,Married,14045.0,1,0,26-01-2014,24,0,3,11
3921,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,0,3,11
3403,1958,PhD,Together,78952.0,0,1,24-09-2012,11,0,3,11
22,1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,0,3,11
10965,1955,Graduation,Together,76005.0,0,0,22-02-2013,72,0,3,11
9426,1964,Master,Single,58308.0,0,1,12-01-2013,77,0,3,11
6605,1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,0,3,11
3136,1962,Master,Divorced,59432.0,0,1,13-04-2013,88,0,3,11
8737,1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,0,3,11
11088,1971,PhD,Together,78642.0,0,1,21-04-2013,83,0,3,11
716,1949,PhD,Together,67911.0,0,1,22-05-2014,63,0,3,11
466,1944,Graduation,Married,65275.0,0,0,03-04-2013,9,0,3,11
9135,1950,Graduation,Together,27203.0,1,1,06-08-2012,92,0,3,11
10623,1961,Master,Together,48330.0,0,1,15-11-2013,2,0,3,11
8151,1990,Basic,Married,24279.0,0,0,29-12-2012,6,0,3,11
5140,1985,PhD,Married,64355.0,1,0,24-08-2012,66,0,3,11
10160,1956,Master,Together,50943.0,0,1,21-06-2013,49,0,3,11
4945,1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,0,3,11
10584,1976,Graduation,Married,65665.0,0,1,02-12-2013,77,0,3,11
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,0,3,11
3386,1992,Graduation,Married,34935.0,0,0,21-06-2013,71,0,3,11
8939,1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,0,3,11
9925,1981,PhD,Together,39665.0,1,0,25-05-2013,97,0,3,11
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,0,3,11
5389,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,0,3,11
6036,1959,Master,Together,89120.0,0,0,17-03-2014,78,0,3,11
182,1946,PhD,Together,44124.0,0,1,11-05-2013,62,0,3,11
203,1975,Master,Single,81169.0,0,0,14-04-2013,47,0,3,11
11025,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,0,3,11
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,0,3,11
4607,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,0,3,11
3711,1944,Master,Married,80184.0,0,0,01-03-2014,19,0,3,11
3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,0,3,11
2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,0,3,11
9214,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,0,3,11
4943,1953,Graduation,Married,70503.0,0,0,30-09-2012,73,0,3,11
35,1987,Graduation,Married,25545.0,1,0,08-09-2012,35,0,3,11
2258,1986,Graduation,Married,32880.0,1,0,04-12-2012,76,0,3,11
4322,1958,PhD,Together,77863.0,0,0,27-11-2013,20,0,3,11
713,1977,Master,Married,50353.0,0,0,08-06-2014,72,0,3,11
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,0,3,11
3281,1960,PhD,Married,49154.0,1,1,03-11-2013,69,0,3,11
702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,0,3,11
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,0,3,11
4769,1977,Master,Together,57954.0,1,1,18-06-2014,52,0,3,11
4437,1962,Graduation,Married,65316.0,1,1,24-04-2013,65,0,3,11
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,0,3,11
10741,1951,Master,Together,47352.0,0,1,11-04-2013,70,0,3,11
1991,1967,Graduation,Together,44931.0,0,1,18-01-2014,0,0,3,11
6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,0,3,11
11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,0,3,11
304,1981,Master,Single,22944.0,1,0,23-12-2013,67,0,3,11
3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,0,3,11
10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,0,3,11
5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,0,3,11
5547,1982,PhD,Married,84169.0,0,0,07-08-2013,9,0,3,11
7822,1976,Graduation,Together,54058.0,0,1,04-06-2013,56,0,3,11
8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,0,3,11
10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,0,3,11
4368,1980,Graduation,Married,47850.0,1,0,03-12-2013,72,0,3,11
9671,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,0,3,11
2256,1973,Master,Married,27159.0,1,1,29-03-2014,33,0,3,11
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,0,3,11
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,0,3,11
9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,0,3,11
9460,1963,Graduation,Married,22419.0,0,0,18-04-2013,74,0,3,11
9504,1949,Master,Married,81698.0,0,0,06-11-2013,4,0,3,11
8692,1952,Graduation,Together,43462.0,1,1,12-09-2012,50,0,3,11
448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,0,3,11
8314,1982,Graduation,Married,79908.0,0,0,05-04-2013,30,0,3,11
8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,0,3,11
3174,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,0,3,11
7685,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,0,3,11
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,0,3,11
9780,1971,Master,Together,71499.0,0,1,25-06-2013,12,0,3,11
10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,0,3,11
10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,0,3,11
4184,1950,PhD,Together,52157.0,0,1,07-06-2014,48,0,3,11
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,0,3,11
891,1951,Master,Together,29298.0,1,1,07-09-2013,60,0,3,11
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,0,3,11
3525,1970,Graduation,Together,38200.0,1,1,07-12-2012,19,0,3,11
6818,1974,Graduation,Married,44989.0,0,1,12-09-2012,26,0,3,11
3526,1968,PhD,Married,38443.0,1,1,27-01-2014,58,0,3,11
8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,0,3,11
1029,1970,PhD,Together,64413.0,0,1,01-08-2013,27,0,3,11
7369,1981,Master,Married,36959.0,1,0,02-10-2013,56,0,3,11
2574,1977,PhD,Married,61996.0,0,1,31-01-2013,27,0,3,11
8159,1968,Graduation,Married,51287.0,1,1,01-04-2014,10,0,3,11
1160,1970,Graduation,Married,13260.0,1,1,23-08-2013,48,0,3,11
10242,1966,PhD,Together,47472.0,1,1,16-09-2013,39,0,3,11
5253,1956,Master,Together,54603.0,1,1,09-07-2013,85,0,3,11
5966,1974,PhD,Married,45207.0,1,1,10-11-2012,64,0,3,11
5314,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,0,3,11
5081,1967,2n Cycle,Together,47821.0,1,1,20-10-2013,54,0,3,11
5123,1951,Master,Married,27450.0,0,0,15-04-2013,57,0,3,11
5756,1983,Graduation,Together,39453.0,1,0,03-04-2014,64,0,3,11
8036,1971,2n Cycle,Together,26850.0,1,1,18-04-2014,10,0,3,11
9058,1955,Graduation,Widow,79800.0,0,0,23-09-2012,65,0,3,11
5057,1961,Master,Married,61794.0,0,1,14-09-2013,74,0,3,11
254,1955,Graduation,Together,53863.0,0,1,17-05-2014,4,0,3,11
4179,1959,Graduation,Together,24221.0,0,0,20-08-2013,94,0,3,11
3710,1984,PhD,Single,39684.0,1,0,12-10-2012,41,1,3,11
7627,1975,Master,Married,92163.0,0,0,12-12-2012,25,0,3,11
4501,1965,Master,Single,69882.0,0,0,10-11-2013,94,0,3,11
6424,1977,Graduation,Together,33178.0,1,0,30-01-2014,9,0,3,11
3075,1972,PhD,Married,59973.0,0,0,11-09-2013,47,0,3,11
4992,1975,Master,Together,17459.0,1,0,19-09-2013,12,0,3,11
5252,1969,Graduation,Divorced,23910.0,1,0,26-10-2012,80,0,3,11
7444,1969,Master,Married,42169.0,1,1,19-10-2013,20,0,3,11
6919,1978,2n Cycle,Married,26224.0,1,0,04-06-2013,39,0,3,11
3537,1981,Graduation,Together,31089.0,1,0,17-08-2012,57,0,3,11
10277,1961,Graduation,Single,30081.0,0,1,21-02-2013,27,0,3,11
2453,1960,Graduation,Together,62807.0,0,1,31-08-2012,83,0,3,11
7972,1955,Graduation,Single,72906.0,0,0,17-09-2013,79,0,3,11
895,1948,PhD,Married,61467.0,0,2,09-12-2012,69,0,3,11
1177,1966,Master,Together,49618.0,1,1,26-01-2013,77,0,3,11
7141,1986,Master,Single,21888.0,1,0,29-12-2012,15,0,3,11
7232,1973,Graduation,Widow,42429.0,0,1,11-02-2014,99,0,3,11
8477,1956,Graduation,Divorced,26150.0,2,1,11-03-2013,61,0,3,11
2457,1975,Basic,Married,30801.0,0,1,26-10-2012,23,0,3,11
988,1965,Graduation,Married,81168.0,0,0,07-05-2014,84,0,3,11
7930,1969,Master,Single,26877.0,0,0,19-08-2013,74,0,3,11
4587,1944,Master,Widow,45006.0,0,0,18-07-2013,90,0,3,11
6682,1973,Basic,Married,18978.0,1,0,11-12-2012,41,0,3,11
6222,1967,Graduation,Married,22574.0,2,1,28-10-2013,28,0,3,11
10299,1969,PhD,Single,48240.0,0,0,09-11-2012,73,0,3,11
3083,1974,Graduation,Married,45837.0,1,1,26-07-2013,88,0,3,11
8953,1965,Master,Single,35791.0,2,1,06-05-2013,94,0,3,11
1503,1976,PhD,Together,162397.0,1,1,03-06-2013,31,0,3,11
8650,1978,Graduation,Widow,54162.0,1,1,18-03-2013,31,0,3,11
10862,1960,Master,Married,30522.0,0,1,17-08-2012,6,0,3,11
2782,1961,PhD,Married,54456.0,0,1,11-07-2013,23,0,3,11
6941,1971,Graduation,Single,31632.0,0,0,14-07-2013,92,0,3,11
10972,1949,Graduation,Widow,72298.0,0,0,10-03-2014,52,0,3,11
10708,1978,2n Cycle,Single,36975.0,1,0,28-12-2013,50,0,3,11
6583,1955,2n Cycle,Married,72635.0,0,0,03-06-2013,54,0,3,11
3641,1976,Graduation,Married,13624.0,1,0,20-01-2013,93,0,3,11
10156,1975,Graduation,Single,84196.0,0,1,03-06-2013,56,0,3,11
4299,1960,Graduation,Together,70971.0,0,1,21-09-2012,28,0,3,11
3469,1977,PhD,Divorced,34487.0,1,1,06-09-2012,94,0,3,11
5063,1977,Graduation,Single,28769.0,1,0,18-12-2012,76,0,3,11
10727,1970,PhD,Married,69084.0,1,0,19-11-2013,43,0,3,11
9624,1958,PhD,Together,65488.0,0,0,13-06-2014,46,0,3,11
5156,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,0,3,11
4376,1960,2n Cycle,Single,32218.0,0,0,15-02-2014,27,0,3,11
8923,1973,Graduation,Single,83917.0,0,0,18-04-2013,12,0,3,11
8461,1962,Graduation,Divorced,46102.0,2,1,10-03-2014,3,0,3,11
6945,1952,Graduation,Single,84574.0,0,0,04-06-2013,72,0,3,11
944,1962,Graduation,Married,56181.0,0,1,08-01-2013,6,0,3,11
1907,1950,Master,Divorced,63120.0,0,1,28-09-2012,53,0,3,11
701,1971,Graduation,Married,73691.0,0,1,06-11-2013,58,0,3,11
3856,1960,Graduation,Together,63381.0,0,1,05-10-2012,78,0,3,11
4149,1948,PhD,Together,76140.0,0,0,13-05-2014,57,0,3,11
2131,1959,PhD,Divorced,62859.0,0,1,30-12-2012,37,0,3,11
2942,1964,Graduation,Single,45906.0,0,1,07-05-2013,20,0,3,11
1173,1947,Master,Together,77632.0,0,0,10-03-2013,73,0,3,11
4381,1971,PhD,Married,46463.0,1,1,18-08-2013,56,0,3,11
4611,1970,Graduation,Together,105471.0,0,0,21-01-2013,36,0,3,11
3376,1970,Master,Divorced,55282.0,1,0,13-12-2013,9,0,3,11
4679,1977,Master,Married,78710.0,0,1,23-05-2014,42,0,3,11
10928,1958,Graduation,Together,66886.0,0,1,16-09-2013,28,0,3,11
4248,1960,Master,Single,98777.0,0,0,17-02-2014,23,0,3,11
6728,1985,Graduation,Together,29103.0,1,0,27-08-2012,38,0,3,11
6661,1974,Graduation,Married,67445.0,0,1,12-08-2012,63,0,3,11
4725,1950,PhD,Together,50616.0,0,1,13-04-2014,71,0,3,11
3277,1955,Graduation,Divorced,49431.0,0,1,03-08-2012,9,0,3,11
5555,1975,Graduation,Divorced,153924.0,0,0,07-02-2014,81,0,3,11
2564,1953,Graduation,Together,61278.0,0,1,04-01-2014,87,0,3,11
946,1958,2n Cycle,Together,26490.0,0,0,22-09-2012,92,0,3,11
3867,1947,PhD,Together,73059.0,0,1,31-08-2013,36,0,3,11
6940,1966,PhD,Single,46734.0,1,2,21-10-2013,86,0,3,11
55,1963,Graduation,Together,56253.0,0,1,07-12-2012,83,0,3,11
7093,1985,Graduation,Married,19986.0,1,0,14-11-2013,74,0,3,11
5084,1975,Graduation,Widow,58330.0,0,1,25-12-2013,87,0,3,11
1777,1980,Basic,Married,25965.0,0,0,07-09-2012,29,0,3,11
8162,1956,Master,Together,14661.0,0,0,01-01-2013,88,0,3,11
10826,1959,Graduation,Married,18690.0,0,0,28-12-2012,77,0,3,11
8754,1974,PhD,Together,45068.0,0,1,16-05-2013,25,0,3,11
1987,1987,Basic,Single,21063.0,1,0,25-09-2013,34,0,3,11
11007,1968,PhD,Married,29187.0,1,0,09-05-2013,43,0,3,11
7426,1971,2n Cycle,Married,54690.0,1,1,07-11-2013,76,0,3,11
9153,1964,PhD,Married,59304.0,0,1,29-07-2013,81,0,3,11
10379,1962,Master,Single,59247.0,0,2,08-11-2013,87,0,3,11
9204,1970,Graduation,Widow,66731.0,0,1,12-09-2012,33,0,3,11
3197,1980,Graduation,Married,77353.0,0,1,16-12-2013,38,0,3,11
2920,1975,PhD,Single,52614.0,0,1,01-12-2012,63,0,3,11
6961,1974,Graduation,Married,26751.0,2,0,22-05-2014,26,0,3,11
4673,1963,PhD,Married,81300.0,0,1,30-10-2012,17,0,3,11
9937,1979,Graduation,Single,70337.0,0,0,02-01-2014,75,0,3,11
8779,1985,2n Cycle,Married,36145.0,1,0,16-06-2013,13,0,3,11
9596,1980,PhD,Single,65295.0,0,0,23-12-2013,19,0,3,11
2891,1963,Graduation,Divorced,68118.0,0,1,18-10-2013,51,0,3,11
4910,1967,Graduation,Divorced,68743.0,0,0,30-08-2012,81,0,3,11
75,1982,2n Cycle,Together,41039.0,0,0,25-07-2013,32,0,3,11
10120,1955,Graduation,Together,38946.0,0,1,24-10-2013,84,0,3,11
6327,1967,Graduation,Together,65777.0,0,0,19-12-2013,87,0,3,11
10142,1976,PhD,Divorced,66476.0,0,1,07-03-2013,99,0,3,11
9826,1972,PhD,Single,86857.0,0,0,12-09-2012,96,0,3,11
1501,1982,PhD,Married,160803.0,0,0,04-08-2012,21,0,3,11
10767,1989,PhD,Together,77845.0,0,0,16-05-2014,40,0,3,11
7279,1969,PhD,Together,69476.0,0,0,30-09-2013,3,0,3,11
7230,1960,PhD,Divorced,50611.0,0,1,04-10-2012,98,0,3,11
143,1970,Graduation,Single,61209.0,0,0,25-08-2013,73,0,3,11
450,1958,Master,Together,42315.0,0,1,12-07-2013,90,0,3,11
9316,1952,Basic,Together,13084.0,0,0,02-11-2013,29,0,3,11
6379,1949,Master,Widow,47570.0,1,1,29-05-2013,3,0,3,11
9239,1961,Master,Married,61923.0,0,2,26-07-2013,94,0,3,11
8315,1995,Graduation,Single,34824.0,0,0,26-03-2014,65,0,3,11
2868,1949,PhD,Single,26518.0,1,1,08-04-2013,33,0,3,11
10888,1961,Graduation,Single,45938.0,0,0,03-11-2013,46,0,3,11
1277,1960,Graduation,Together,78468.0,0,0,09-04-2014,29,0,3,11
9977,1973,Graduation,Divorced,78901.0,0,1,17-09-2013,99,0,3,11
10196,1978,Graduation,Married,71427.0,2,0,12-03-2014,26,0,3,11
6384,1978,Graduation,Divorced,71022.0,0,1,11-02-2014,30,0,3,11
8029,1988,Master,Single,90247.0,0,0,29-04-2014,27,0,3,11
968,1968,Master,Divorced,41335.0,1,0,26-12-2013,24,0,3,11
6988,1986,Graduation,Married,71952.0,1,0,10-01-2013,93,0,3,11
4472,1970,PhD,Divorced,35682.0,1,0,27-06-2014,34,0,3,11
6991,1951,Graduation,Divorced,43185.0,0,1,10-04-2013,88,0,3,11
3336,1948,PhD,Together,66375.0,0,1,21-11-2013,96,0,3,11
4301,1971,Master,Married,35178.0,1,0,10-01-2013,10,0,3,11
1940,1986,Graduation,Married,25252.0,1,0,12-07-2013,26,0,3,11
1272,1965,Master,Single,55250.0,0,1,21-10-2012,49,0,3,11
1388,1975,Graduation,Single,33249.0,1,0,20-02-2013,11,0,3,11
1044,1953,Graduation,Together,58398.0,0,0,14-05-2013,44,0,3,11
6969,1982,Graduation,Together,50272.0,1,0,07-08-2013,75,0,3,11
10479,1975,PhD,Married,76618.0,0,0,07-12-2012,64,0,3,11
3619,1960,2n Cycle,Divorced,87305.0,0,0,23-09-2012,19,0,3,11
1715,1978,Graduation,Together,25851.0,1,0,11-02-2013,45,0,3,11
10159,1970,Graduation,Divorced,58710.0,0,1,31-03-2013,77,0,3,11
1463,1958,Graduation,Single,45160.0,1,1,29-03-2014,9,0,3,11
5114,1965,Master,Married,74806.0,0,1,19-12-2012,1,0,3,11
4990,1954,Graduation,Married,59111.0,0,0,02-05-2013,90,0,3,11
4329,1984,PhD,Married,18988.0,1,0,23-05-2014,43,0,3,11
10936,1965,Graduation,Married,72190.0,0,0,13-02-2013,79,0,3,11
4692,1976,Graduation,Married,7500.0,1,0,01-08-2012,19,0,3,11
7212,1966,Graduation,Married,44794.0,0,1,08-06-2014,99,0,3,11
6086,1955,Graduation,Married,80395.0,0,0,23-11-2013,62,0,3,11
437,1976,Master,Divorced,75012.0,0,0,25-01-2014,41,0,3,11
11171,1965,Master,Married,56962.0,2,1,11-10-2013,60,0,3,11
11101,1991,Graduation,Together,89891.0,0,0,15-04-2013,17,0,3,11
5329,1949,PhD,Divorced,35946.0,1,1,27-09-2013,24,0,3,11
610,1953,PhD,Together,53593.0,1,1,07-08-2012,60,0,3,11
9384,1978,Graduation,Married,66373.0,1,1,12-06-2013,57,0,3,11
5956,1948,PhD,Divorced,45072.0,1,2,16-10-2013,74,0,3,11
10430,1973,Graduation,Divorced,89694.0,1,1,09-10-2013,22,0,3,11
7875,1949,Graduation,Married,72025.0,0,0,29-04-2014,46,0,3,11
7072,1973,Graduation,Married,67432.0,0,1,29-03-2013,69,0,3,11
