ID,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
9493,1,1,0,0,0,1,1
1143,2,0,0,0,0,0,0
1,1,0,1,0,0,0,1
3855,1,0,0,0,0,0,0
5536,1,1,1,0,1,1,1
5989,1,0,0,0,0,0,0
9499,3,0,0,0,1,1,0
6768,2,0,0,0,0,0,0
2150,1,0,0,0,0,0,0
6646,1,0,0,0,0,0,0
4887,1,0,0,0,0,0,0
8560,1,0,0,0,0,0,0
3321,3,0,0,0,0,0,0
11003,2,0,0,0,0,0,0
10402,2,0,0,0,0,0,0
9904,5,0,0,0,0,0,0
6141,2,0,0,0,0,0,0
5687,1,0,0,0,0,0,0
10856,1,0,0,0,0,0,0
5121,2,0,0,1,0,0,0
4186,3,0,0,0,0,0,0
368,3,0,0,0,0,0,0
3312,4,0,0,0,0,0,0
11121,4,0,0,0,0,0,0
5332,1,0,0,0,0,0,0
5848,1,0,1,1,0,1,1
10343,2,0,0,0,0,0,0
5935,3,0,0,0,0,0,0
2895,2,0,0,0,0,0,0
10262,4,0,0,0,0,0,0
7848,2,0,0,0,0,0,0
9477,3,0,0,0,0,0,0
4856,1,1,0,1,0,0,0
7186,2,0,0,1,0,0,0
5794,3,1,0,0,1,0,1
1456,7,0,0,0,0,0,0
4877,1,0,0,0,0,0,0
425,3,0,0,0,0,0,0
3007,2,0,0,0,0,0,0
1031,1,0,0,0,0,1,0
4297,2,0,0,0,0,0,0
807,6,0,0,0,0,0,0
9553,1,0,0,0,0,0,0
4271,6,0,0,0,0,0,0
4120,2,0,0,0,0,0,0
2036,3,0,0,0,0,0,0
115,3,0,0,0,0,0,0
4259,1,0,0,0,0,0,0
8687,3,0,0,0,0,0,0
2447,2,0,0,0,0,0,0
10140,1,0,1,0,1,0,0
9353,2,0,0,0,1,0,0
3623,3,0,0,0,0,0,0
738,4,0,0,0,0,0,0
7631,1,0,0,0,0,0,0
4789,1,1,0,1,0,1,0
773,7,0,0,0,0,0,0
10602,2,0,0,0,0,0,0
1446,1,0,0,0,0,0,0
3270,4,0,0,0,0,0,0
8443,3,0,0,1,0,0,1
9653,2,0,0,0,0,0,0
8916,1,0,0,0,0,0,0
8017,2,0,0,0,0,0,0
5830,1,0,0,0,0,0,1
4597,1,0,0,0,0,0,0
7023,4,0,0,0,0,0,0
8086,2,0,0,0,0,0,0
8825,8,0,0,0,0,0,0
2930,2,0,0,0,0,0,0
1928,2,0,0,1,0,0,0
7108,6,0,0,0,0,0,0
10925,1,0,0,0,0,0,0
9960,1,0,0,0,0,0,0
8800,2,0,0,1,0,0,1
9224,2,0,0,0,0,0,0
5519,1,0,0,0,0,0,1
5046,2,0,0,0,0,0,0
7037,3,0,0,0,0,0,0
905,4,0,0,0,0,0,0
8624,1,0,0,0,0,0,0
8945,2,0,0,0,0,0,0
6445,1,0,0,0,0,0,0
2727,1,0,0,0,0,0,0
6404,5,0,0,0,0,0,0
11074,1,0,0,0,0,0,0
10150,0,1,0,0,0,0,1
1968,1,0,0,0,0,0,0
6534,1,0,0,0,0,0,0
9485,1,0,0,0,0,0,0
7053,1,0,0,0,0,0,0
4654,1,0,0,0,0,0,0
9760,6,0,0,0,0,0,1
1048,2,0,0,0,0,0,1
10619,1,0,0,0,0,1,1
9308,1,0,0,0,0,0,0
10505,1,0,0,0,0,0,0
8362,1,0,0,0,1,1,1
2625,2,0,0,0,0,0,0
4637,1,1,0,0,0,0,0
9972,1,0,1,1,0,0,0
4483,1,0,0,0,0,0,0
4487,1,0,0,0,0,0,1
4988,3,0,0,0,0,0,0
8931,1,1,0,0,0,0,0
5871,3,0,0,0,0,0,0
2008,1,1,0,0,0,0,0
3139,1,0,0,0,1,0,0
10037,1,0,0,0,0,0,0
10673,1,0,0,0,0,0,0
5303,1,0,0,0,0,0,0
538,1,0,0,0,0,0,0
7922,2,0,0,0,1,0,0
5692,1,0,0,0,0,0,0
4843,1,0,0,0,0,0,0
6383,2,0,0,0,0,0,0
1628,1,0,0,0,0,0,0
1204,3,1,0,0,0,0,0
3673,3,0,0,0,0,0,0
760,2,0,0,0,0,0,0
8957,8,0,0,0,0,0,0
4128,2,0,0,0,0,0,0
6810,1,0,0,0,0,1,1
5386,0,1,0,0,1,1,1
8700,3,0,0,0,0,0,0
3202,1,0,0,0,1,1,0
1328,3,0,0,0,0,0,0
8405,2,0,0,0,0,0,0
6515,1,0,0,0,0,0,0
2882,2,0,0,0,0,0,0
7574,1,0,0,0,0,0,0
6387,3,0,0,1,0,0,0
5320,4,0,0,0,0,0,1
5048,1,0,0,0,0,0,0
8146,1,0,0,0,0,0,0
10031,5,0,0,0,0,0,0
5748,3,0,0,0,0,0,1
2134,4,0,0,0,0,0,0
1523,2,0,0,0,0,0,0
9665,4,0,0,0,0,0,0
4640,2,0,0,0,0,0,0
3635,3,0,0,0,0,0,0
3547,2,0,0,0,0,0,1
2456,5,0,0,0,0,0,0
5633,7,0,0,0,0,0,0
7801,3,0,0,0,0,0,0
10489,1,1,0,0,0,1,1
7011,3,0,0,0,0,0,0
2620,1,0,0,0,0,0,1
3933,6,0,0,0,0,0,0
10981,1,0,0,0,0,0,0
1734,4,0,0,0,0,0,0
10995,3,0,0,0,0,0,0
6357,3,0,0,0,0,0,0
9209,1,0,0,0,0,0,0
10286,1,0,0,0,0,0,0
2611,1,0,0,0,0,1,0
1600,7,0,0,0,0,0,0
3308,3,0,0,0,0,0,0
5407,5,0,0,1,0,0,0
2166,1,0,0,0,0,0,0
3955,0,0,0,0,0,0,0
6634,1,0,0,0,0,0,0
3056,3,0,0,0,0,0,0
5718,1,1,0,0,0,1,1
6872,2,0,0,0,0,0,0
8164,1,0,0,0,0,0,0
4580,1,1,0,1,0,1,1
9305,1,0,0,0,0,0,0
453,2,0,0,0,0,0,0
8545,1,1,1,0,1,1,1
9850,1,0,0,0,0,0,0
7378,5,0,0,1,0,0,0
7646,4,0,0,0,0,0,0
1640,2,0,0,0,0,0,0
5184,1,0,0,0,0,0,0
8492,1,1,0,0,0,0,0
11188,3,0,0,0,0,0,0
1212,3,0,0,1,0,0,0
9097,4,0,0,0,0,0,0
10473,1,0,0,0,1,1,1
7962,1,1,0,0,0,1,1
9984,5,1,0,1,0,0,1
5527,2,0,0,0,0,0,0
6374,5,0,0,0,0,0,0
7453,6,0,0,1,0,0,1
8952,2,0,0,0,0,0,0
241,1,0,0,0,0,1,0
8975,4,0,0,1,0,0,0
6119,1,0,0,0,0,0,0
5236,1,1,0,0,1,1,0
5723,1,0,0,0,0,0,0
1710,7,0,0,0,0,0,0
1970,1,0,0,0,0,0,0
5313,3,0,0,0,0,0,0
10634,1,0,0,0,0,0,0
7010,1,0,0,0,0,1,0
8562,1,0,0,0,0,0,0
3158,1,0,0,0,0,0,0
4436,1,0,0,0,0,0,0
5287,3,0,0,0,0,0,0
2445,1,0,0,0,0,0,0
6059,7,0,0,0,0,0,1
4550,1,0,0,0,0,0,0
4240,2,0,0,0,0,0,0
8911,3,0,0,0,0,0,0
3706,1,0,0,1,0,0,1
3628,2,0,0,0,0,0,0
10175,1,0,0,0,0,0,0
8985,5,0,0,0,0,0,0
5204,1,0,0,0,0,1,1
9220,1,0,0,0,0,0,1
9888,1,0,0,0,0,0,0
5263,1,0,0,0,0,0,0
1020,1,0,0,0,0,1,0
9503,2,0,0,0,0,0,0
10613,4,0,0,0,0,0,0
67,3,0,0,0,0,0,0
6019,1,0,0,1,0,0,1
5863,4,0,0,0,0,0,0
3717,2,0,0,1,0,0,0
6730,3,0,0,0,0,0,0
10749,15,0,0,0,0,0,0
4998,1,1,0,0,0,0,0
6287,1,0,0,0,0,0,1
5985,3,0,0,0,0,0,0
4754,1,0,0,0,0,0,0
4002,1,0,0,0,0,0,0
8870,6,0,0,0,0,0,1
966,6,0,0,0,1,0,0
4767,1,0,0,0,0,1,0
9725,1,0,0,1,0,0,0
4475,1,0,0,0,0,0,0
5740,2,0,0,0,0,0,1
5731,1,0,0,0,0,0,0
7290,1,0,0,0,0,0,0
3846,4,0,0,0,0,0,0
8104,1,0,0,0,0,0,0
4507,1,0,0,0,0,0,0
11013,1,0,0,0,0,0,0
4491,11,0,0,0,1,0,0
3759,2,0,0,1,0,0,0
1162,2,0,0,0,0,0,1
2055,2,0,0,1,0,0,0
10766,1,0,0,0,0,0,0
4415,3,0,0,0,0,0,0
3005,1,1,0,1,0,0,1
2223,8,0,0,0,0,0,0
4817,1,0,0,0,0,0,0
2875,1,0,0,0,0,0,0
10536,2,0,0,0,0,0,0
11112,6,0,0,0,0,0,0
3807,3,0,0,0,0,0,0
9197,2,0,0,0,0,0,0
10832,1,0,0,0,0,0,0
6421,1,1,0,0,0,0,0
4207,1,0,0,1,0,1,0
577,2,0,0,0,0,0,0
10855,2,0,0,0,0,0,0
3081,1,0,0,0,0,0,0
3535,1,0,0,0,0,0,0
247,6,0,0,0,0,0,1
8707,1,0,0,0,0,0,1
9523,1,0,0,0,0,0,0
6072,1,1,0,0,0,0,1
6295,4,0,0,0,0,0,0
10914,2,0,0,0,0,0,0
1509,0,1,1,0,1,1,1
5577,1,0,0,0,0,0,0
7348,1,0,0,0,0,0,1
1127,1,0,0,0,0,1,0
1833,2,0,0,0,0,0,0
4944,1,0,0,0,0,0,0
9080,3,0,0,0,0,0,0
6466,3,0,0,0,0,0,0
9964,1,0,0,0,0,0,0
4790,1,0,0,0,0,0,0
10245,1,0,0,0,0,0,0
1109,1,0,0,0,0,0,0
6001,2,0,0,0,0,0,0
5538,0,1,0,1,0,1,1
10552,2,0,0,0,0,0,0
1545,6,0,0,0,0,0,0
7409,2,0,0,0,0,0,0
4444,1,0,0,0,0,0,0
146,1,1,0,0,0,0,0
6271,1,0,0,0,0,0,0
10065,2,0,0,0,0,0,0
4741,2,0,0,0,1,0,0
246,7,0,0,0,0,0,0
375,1,0,0,0,0,0,0
1524,1,1,0,0,0,0,1
10022,1,0,0,0,0,0,0
7451,0,0,0,0,1,0,0
11010,3,0,0,0,0,0,0
4356,3,0,0,0,1,1,0
3885,1,0,0,1,0,0,1
1175,1,0,0,1,0,0,1
880,1,0,0,0,0,0,0
2320,5,0,0,0,0,0,0
850,2,0,0,0,0,0,0
4713,2,0,0,0,0,0,0
675,5,0,0,0,0,0,0
5025,1,0,0,0,0,0,0
2308,2,0,0,0,0,0,0
5995,7,0,0,0,0,0,1
6749,4,0,0,0,0,0,0
1010,2,0,0,0,0,0,0
8977,1,0,0,0,0,0,0
4756,1,0,0,0,0,0,1
3412,4,0,0,0,1,0,0
606,1,0,0,0,0,0,0
5961,1,0,0,0,0,0,0
2975,2,1,0,0,0,0,0
2894,1,1,0,0,1,1,1
7613,2,0,0,0,0,0,0
10542,3,0,0,0,0,0,0
8015,1,0,0,0,0,0,1
10617,2,0,0,0,0,0,0
11166,2,0,0,0,0,0,0
849,4,0,0,0,0,0,0
523,1,0,0,0,0,0,0
4066,2,0,0,0,0,0,0
8414,2,0,0,0,0,0,0
819,1,0,0,0,0,0,0
4961,4,0,0,0,0,0,0
749,2,0,0,1,0,0,1
5430,12,0,0,0,0,0,0
7755,2,0,0,0,0,0,0
10525,1,0,0,1,0,0,1
1453,2,0,0,0,0,0,0
8310,3,0,0,0,0,0,0
10710,1,0,0,0,0,0,0
5031,1,0,0,0,0,1,1
2613,2,0,0,0,0,0,0
213,4,0,0,0,0,0,0
967,10,0,0,0,0,0,1
1077,1,0,0,0,0,0,0
7959,1,0,0,0,0,0,0
640,2,0,0,0,0,0,0
4252,1,0,0,0,0,0,0
8432,12,0,0,0,0,0,0
6218,1,0,0,0,1,0,0
6905,1,0,0,0,0,0,0
5922,2,0,0,0,0,0,0
3598,4,0,0,0,0,0,0
6116,1,0,0,0,0,0,0
6263,3,0,0,0,0,0,0
10486,1,0,0,0,0,0,0
2410,1,0,0,0,0,0,0
193,1,0,0,1,0,0,0
3363,1,0,0,0,0,0,0
8278,1,0,0,0,0,0,0
10660,3,0,0,0,1,0,0
8686,2,0,0,0,0,0,0
1604,3,0,0,0,0,0,0
5907,1,0,0,0,0,0,0
10669,2,0,0,0,0,0,0
2918,3,0,0,0,0,0,0
5735,1,0,0,0,0,1,0
359,3,0,0,0,0,0,0
8387,1,0,0,0,0,0,0
1829,3,0,0,0,1,0,1
3839,5,0,0,0,0,0,0
9392,1,0,0,0,0,0,0
2292,1,0,0,0,0,0,0
10466,2,0,0,0,0,0,0
9855,1,1,0,0,0,0,0
4088,2,0,0,0,0,0,0
5231,1,0,0,0,0,0,0
590,1,0,0,0,0,0,1
8732,4,0,0,0,1,1,1
2315,1,0,0,0,0,0,0
3515,1,0,0,0,0,0,0
2245,3,0,0,0,0,0,0
6283,1,0,0,0,0,0,0
2246,1,0,0,0,0,0,0
6606,2,0,0,0,1,0,0
5545,1,0,0,0,0,0,0
7342,3,0,0,0,0,0,0
837,4,0,0,0,0,0,0
9500,3,0,0,0,0,0,0
3602,2,0,0,0,0,0,0
234,2,0,0,1,0,0,1
2995,1,0,0,0,0,0,0
1118,3,0,0,1,0,0,0
7789,1,0,0,0,0,1,0
3068,1,0,0,0,0,0,0
8955,1,0,0,1,0,0,0
945,2,0,0,0,0,0,0
5644,2,0,0,0,1,0,0
7192,2,0,0,0,0,0,0
2324,2,0,0,1,0,0,0
697,1,0,0,0,0,1,0
3439,5,0,0,0,0,0,0
1506,4,0,0,0,0,0,1
232,1,0,0,0,0,0,0
8876,5,0,0,0,0,0,0
4500,1,0,0,0,0,0,0
9739,2,0,0,0,0,0,0
10395,3,0,0,0,0,0,0
1176,1,0,0,0,0,0,0
1627,1,1,0,0,0,0,0
938,2,0,0,1,0,0,0
2740,4,0,0,0,0,0,0
257,2,0,0,0,0,0,0
4058,1,0,0,0,1,0,0
7736,2,0,0,1,0,0,1
8210,5,0,0,0,0,0,0
833,3,0,0,0,0,0,0
6230,5,0,0,0,0,0,0
7325,1,0,0,0,0,0,0
1307,3,0,0,0,0,0,0
1502,2,0,0,0,0,0,0
6211,1,0,0,0,0,0,0
843,4,0,0,0,0,0,0
4174,1,0,0,0,0,0,0
9757,1,0,1,0,1,1,0
6918,1,0,0,0,0,0,0
286,4,0,0,0,0,0,0
11086,1,0,0,0,0,0,0
1921,2,0,0,0,0,0,0
4138,1,0,0,1,0,0,0
7718,1,0,0,0,0,0,0
1291,4,0,0,0,0,0,0
6862,15,0,0,0,0,0,0
4136,4,0,0,0,0,0,0
803,1,0,0,0,0,0,0
4298,1,0,0,0,0,0,0
10833,3,0,0,0,1,0,0
9606,1,1,0,0,0,1,1
8534,4,0,0,0,1,0,0
5153,2,0,0,1,0,0,1
961,2,0,0,0,0,0,0
5011,2,0,0,0,0,0,0
6653,4,0,0,0,0,0,1
9094,2,0,0,0,0,0,1
810,2,0,0,0,0,0,0
5493,1,0,0,1,0,0,0
2147,1,1,0,0,0,1,0
5107,2,0,0,1,0,0,0
3979,1,0,0,0,0,1,1
6049,1,1,0,1,0,0,0
8147,3,0,0,0,0,0,0
1857,2,0,0,0,0,0,1
3910,0,1,0,1,0,1,1
5207,10,0,0,0,0,0,1
11114,3,0,0,0,0,0,0
5429,1,0,0,0,0,0,0
9400,1,0,0,0,0,0,0
1740,2,0,0,0,1,0,0
7488,3,0,0,0,0,0,0
195,4,0,0,1,0,0,1
635,8,0,0,0,0,0,0
7527,3,0,0,0,0,0,0
10319,4,0,0,0,1,0,0
2296,1,0,0,1,0,0,0
10637,2,0,0,0,0,0,0
2931,0,1,0,0,0,0,0
907,5,0,0,0,0,0,0
3698,1,0,0,0,0,1,1
9516,2,0,1,0,1,0,1
679,2,0,0,0,0,0,0
7384,2,0,0,0,0,0,0
5043,2,0,0,0,0,0,0
5267,1,0,0,0,0,0,0
339,2,0,0,0,1,0,1
2516,2,0,0,0,0,0,0
9010,1,1,0,1,0,1,1
378,2,0,0,0,0,0,0
4808,1,0,0,0,0,0,0
5068,1,0,0,0,0,0,0
7628,2,0,0,0,0,0,0
7128,1,0,0,0,0,0,0
2811,2,0,0,0,0,0,0
3551,2,0,0,0,0,0,0
1663,1,0,0,0,0,0,0
5543,5,0,0,0,1,0,0
1577,1,0,0,0,0,1,1
10641,4,0,0,0,0,0,0
5336,0,0,0,0,0,0,0
6024,0,1,0,0,1,1,1
1878,1,0,0,0,0,0,0
3099,5,0,0,0,0,0,0
6055,1,0,0,0,1,0,0
5841,5,0,0,0,0,0,0
3972,6,0,0,0,0,0,0
4394,1,0,0,0,1,1,0
5758,1,1,1,1,0,1,1
6658,7,0,0,0,0,0,0
4603,2,0,0,0,0,0,0
8427,1,0,0,0,0,0,0
10260,3,0,0,0,0,0,0
7143,5,0,0,0,0,0,0
8789,3,0,0,0,0,0,0
6197,3,0,0,0,0,0,0
4554,4,0,0,0,0,0,0
4937,1,0,0,0,0,0,0
1920,2,0,0,0,0,0,0
8749,1,0,0,0,0,0,0
1650,1,0,0,0,0,0,0
10377,3,0,0,0,0,0,0
9206,2,0,0,0,0,1,0
10971,4,0,0,1,0,0,1
6398,2,0,0,0,0,0,0
9212,6,0,0,0,0,0,0
7937,1,0,0,0,0,0,0
839,1,0,0,0,0,0,0
4246,0,0,0,0,0,0,0
158,1,0,0,1,0,0,1
4832,2,0,0,0,0,0,0
5621,5,0,0,0,0,0,1
1945,3,1,0,0,1,0,0
5147,1,0,0,0,0,0,0
2535,1,1,0,0,1,1,1
11039,2,0,0,0,0,0,0
9495,1,0,0,0,0,0,0
9635,1,0,0,0,0,0,0
2173,1,0,0,0,0,0,0
942,3,0,0,0,0,0,1
9386,1,0,0,0,1,0,0
5510,3,0,0,0,0,0,0
873,11,0,0,0,1,0,1
2253,1,0,0,0,0,0,0
5181,1,0,0,0,0,0,0
979,2,0,0,0,0,0,0
10390,1,0,0,0,0,0,0
4698,2,0,0,0,0,0,0
7793,3,0,0,0,1,0,0
1745,1,0,0,0,0,0,1
10590,1,0,0,0,0,0,0
5080,1,0,0,0,0,0,1
8369,1,0,0,0,0,0,0
5232,1,0,0,0,0,0,0
2407,1,0,0,0,0,1,1
3834,2,0,0,0,0,0,0
7912,2,0,0,1,0,0,0
7712,1,0,0,0,0,0,0
1065,1,0,0,0,0,0,0
7275,3,0,0,0,0,0,0
1343,6,0,0,0,0,0,0
1384,2,0,0,1,0,0,0
9967,8,0,0,0,0,0,0
6181,1,0,0,0,0,0,0
10507,4,0,0,0,1,0,0
2674,1,0,0,0,0,0,1
2698,3,0,0,0,0,0,0
3231,1,0,0,0,0,0,0
4096,3,0,0,0,0,0,0
10476,1,0,0,0,0,0,0
5948,2,0,0,0,0,0,0
9140,2,0,0,0,0,0,0
10258,2,0,0,0,0,0,0
5675,6,0,0,0,1,0,0
4743,5,0,0,0,0,0,0
8805,4,0,0,0,0,0,0
1542,6,0,0,0,0,0,0
6770,2,0,0,1,0,0,1
8773,3,0,0,0,1,0,0
10475,2,0,0,0,0,0,0
10420,1,0,0,0,0,0,0
7514,4,0,0,0,0,0,0
2902,1,0,0,0,0,0,0
4345,1,0,0,0,0,0,0
793,1,0,0,0,0,0,0
10909,0,0,0,1,0,1,0
3769,1,0,0,0,0,0,0
8702,2,0,0,0,0,0,0
4791,1,0,0,0,0,0,0
2963,1,0,0,0,0,0,0
8216,6,0,0,0,0,0,0
8140,3,0,0,0,0,0,0
10146,1,0,0,0,0,0,0
5289,2,0,0,0,0,0,0
2587,2,0,0,0,0,0,0
4405,2,0,0,0,0,0,0
8663,1,0,0,0,0,0,0
2589,2,0,0,0,0,0,0
3421,1,0,0,0,0,0,0
10490,2,0,0,0,0,0,0
4094,4,0,0,0,0,0,0
9958,1,0,0,0,0,0,0
2534,2,0,0,0,0,0,0
4188,3,0,0,0,0,0,1
6613,6,0,0,0,0,0,0
10827,4,0,0,0,0,0,0
5491,4,0,0,0,0,0,0
8402,2,0,0,0,0,0,0
8783,3,0,0,0,0,0,0
10010,4,0,0,0,0,0,1
618,1,0,0,0,0,0,0
9121,2,1,0,0,1,1,1
361,1,0,0,0,0,0,0
4310,1,1,0,0,0,0,1
2678,3,0,0,0,0,0,0
6376,4,0,0,0,0,0,0
524,1,0,0,0,0,0,0
10341,1,0,0,0,0,0,0
5654,2,0,0,0,0,0,0
4098,3,0,0,0,0,0,0
5824,1,0,0,0,0,0,0
7000,1,0,0,0,0,0,0
2561,4,0,0,0,1,0,0
5229,1,0,0,0,0,0,0
4086,1,0,0,0,0,0,0
2428,3,0,0,0,0,0,0
8254,1,0,0,0,0,0,0
2836,1,0,0,0,0,0,0
8418,2,0,0,0,0,0,0
1362,1,0,0,0,0,0,0
7152,1,0,0,0,0,0,0
10033,1,0,0,0,0,0,0
9349,1,1,0,0,0,1,0
274,2,0,0,0,0,0,0
3388,5,0,0,0,0,0,0
922,2,0,0,1,0,0,0
8588,4,0,0,0,0,0,0
2518,1,0,0,0,0,0,0
574,1,0,0,0,0,0,0
3220,2,0,0,0,0,0,0
5967,3,0,0,0,0,0,0
1183,1,0,0,0,0,0,0
6856,3,0,0,0,0,0,1
4530,3,1,0,0,0,0,1
1553,1,1,0,0,1,0,0
4682,1,0,0,0,0,0,0
8204,1,0,0,0,0,0,0
5221,4,0,0,1,0,0,0
1232,1,0,0,0,0,0,0
1927,4,0,0,0,0,0,0
5788,3,0,0,0,0,0,0
6652,1,0,0,0,0,0,0
6246,1,0,0,0,0,0,1
5975,1,0,0,0,0,0,0
6875,2,0,0,0,0,0,0
4399,1,0,0,0,0,0,0
4042,3,0,0,0,0,0,1
2157,4,0,0,0,0,0,0
10133,0,1,0,0,1,1,1
2525,2,0,0,0,0,0,1
8233,4,0,0,0,1,0,0
9483,7,0,0,0,0,0,0
2945,1,0,1,1,0,0,0
10403,3,0,0,0,0,0,0
5074,1,0,0,0,0,0,0
10524,4,0,0,0,0,0,0
4690,4,0,0,0,0,0,0
7521,1,0,0,0,0,1,0
7196,1,0,0,0,0,0,0
4406,4,0,0,0,0,0,0
9672,3,0,0,0,0,0,0
4864,4,0,0,0,0,0,0
4706,1,0,0,0,0,0,0
4070,1,0,0,0,1,1,1
25,2,0,0,0,0,0,0
3697,2,0,0,0,0,0,0
217,1,0,0,0,0,0,0
4220,1,0,0,0,0,0,0
5286,1,0,0,0,0,0,0
9559,2,0,0,1,0,0,0
2849,7,0,0,0,0,0,0
7787,3,0,0,0,0,0,0
3102,1,0,0,0,0,0,0
5868,2,0,0,0,0,0,0
8370,2,0,0,0,0,0,0
9988,3,0,0,0,0,0,0
2939,1,0,0,0,0,0,0
5529,7,1,0,0,0,0,0
9743,2,0,0,0,0,1,0
5763,5,0,0,0,0,0,0
3478,10,0,0,0,0,0,1
7494,4,0,0,0,0,0,0
1763,1,1,0,1,0,1,1
7250,7,0,0,0,0,0,0
2005,2,0,0,0,0,0,0
10770,2,0,0,0,0,0,0
6885,1,0,0,0,0,0,0
2072,6,0,0,1,0,0,1
9463,4,0,0,0,0,0,0
6318,1,0,0,0,0,0,0
4093,7,0,0,0,0,0,0
5751,1,0,0,0,0,0,0
3340,6,0,0,0,0,0,1
3594,13,0,0,0,0,0,0
3584,2,0,0,1,0,0,1
3643,1,0,0,0,0,1,0
851,9,0,0,0,0,0,0
7706,6,0,0,1,0,0,0
3967,1,0,0,0,0,0,0
10128,5,0,0,0,0,0,0
486,1,0,0,0,0,0,0
9,4,0,0,0,0,0,0
9451,3,0,0,0,0,0,0
9264,1,0,0,0,0,0,0
3865,1,0,0,0,0,0,1
2853,2,0,0,0,0,0,0
1490,5,0,0,0,0,0,0
6310,1,0,0,0,0,0,0
10380,1,0,0,0,0,0,0
3887,2,0,0,0,0,0,1
4278,1,0,0,0,0,0,1
8643,1,0,0,0,0,0,0
1998,1,0,0,0,0,0,0
10795,2,0,0,0,0,0,0
11110,0,0,0,0,0,0,0
2408,12,0,0,0,0,0,0
202,0,0,0,0,0,0,0
7998,3,0,0,0,0,0,0
830,1,1,0,0,0,1,1
3536,2,0,0,0,0,0,0
6050,4,0,0,1,0,0,0
125,6,0,0,0,1,0,0
3463,4,0,0,0,0,0,0
2804,4,0,0,0,0,0,1
3745,2,0,0,0,0,0,0
9771,6,0,0,0,0,0,0
451,1,0,0,0,0,0,0
10530,1,0,0,0,0,0,1
1079,3,0,0,0,1,0,0
8920,3,0,0,0,0,0,0
6678,2,0,0,0,0,0,0
3852,4,0,0,0,0,0,0
528,1,0,0,0,0,0,0
73,1,0,0,0,0,0,0
5589,3,0,0,0,0,0,0
10212,1,0,0,0,0,0,0
6365,1,0,0,0,0,0,0
5636,1,0,0,0,0,0,1
591,2,0,0,0,0,0,0
2217,1,0,0,0,0,0,0
2544,1,0,0,0,0,0,0
7725,1,0,0,0,0,0,0
8091,1,0,0,0,0,0,0
7321,1,1,0,0,0,0,0
5462,5,0,0,0,0,0,0
7791,2,0,0,0,0,0,0
955,7,0,0,1,0,0,1
4037,1,0,0,0,0,0,0
6642,4,0,0,0,0,0,0
2793,3,0,0,0,0,0,0
5424,2,0,0,0,0,0,0
879,6,0,0,0,0,0,0
9530,1,0,0,0,0,0,0
4828,1,0,0,0,0,0,0
10699,2,0,0,0,0,0,0
1497,2,0,0,0,0,0,0
7476,4,0,0,0,1,0,0
4390,2,0,0,0,0,0,0
10478,5,0,0,0,0,0,1
1081,11,0,0,0,0,0,0
4261,1,1,0,0,0,1,1
9916,3,0,0,0,0,0,0
5350,1,0,0,0,0,1,1
8135,1,0,0,0,0,0,0
8685,6,0,0,0,0,0,1
4967,4,0,0,0,0,0,0
2130,1,0,0,0,0,0,1
9298,1,0,0,0,1,1,0
8175,1,0,0,0,0,0,0
6257,1,0,0,0,0,0,0
3790,1,0,0,0,0,0,0
9952,1,0,0,0,0,0,0
3503,1,0,0,0,0,0,0
5223,2,0,0,0,0,0,0
4608,1,0,0,0,0,0,1
1626,2,0,0,1,0,0,1
4764,4,0,0,0,0,0,1
2471,1,0,0,0,0,0,0
5892,7,0,0,0,0,0,0
2612,1,1,0,0,0,0,0
4971,2,0,0,0,0,0,0
5185,1,0,0,0,0,0,0
10069,1,0,0,1,0,0,0
2262,3,0,0,0,0,0,0
1131,1,0,0,0,0,0,0
1041,5,0,0,0,0,0,1
24,5,0,0,0,0,0,0
3409,3,0,0,1,0,0,0
7022,1,0,0,0,0,0,0
7943,1,0,0,0,0,0,0
5272,4,0,0,0,0,0,0
5453,1,1,0,0,0,0,0
2565,1,0,0,0,1,0,0
800,2,0,0,0,0,0,0
11092,2,0,0,0,0,0,0
5062,1,0,0,0,0,0,0
8969,4,0,0,0,0,0,0
4656,5,0,0,1,0,0,0
4480,5,0,0,0,0,0,0
9971,1,0,0,0,0,0,0
6729,1,0,0,0,0,0,0
1773,1,0,0,0,0,0,0
9242,1,0,0,1,0,0,1
1764,4,0,0,0,0,0,0
6215,2,0,0,0,0,0,1
10099,3,0,0,0,0,0,0
5423,1,0,0,0,0,0,0
940,2,0,0,0,0,0,0
3011,1,0,0,0,0,0,0
3298,7,0,0,0,0,0,0
8286,1,0,0,0,1,0,0
9668,3,0,0,0,0,0,0
5120,1,0,0,0,0,0,0
6097,9,0,0,0,0,0,0
7019,4,0,0,0,0,0,0
7408,2,0,0,0,0,0,0
8041,6,0,0,0,0,0,0
252,1,0,0,0,0,0,0
9986,3,0,0,0,0,0,1
3276,1,0,0,0,0,0,0
3859,1,0,0,0,0,0,0
3570,3,0,0,0,0,0,0
3783,2,0,0,0,0,0,0
10207,1,0,0,0,0,0,0
10906,2,0,0,0,0,0,0
3427,6,0,0,0,0,0,0
5209,2,0,0,0,0,0,0
10711,1,0,0,0,0,0,0
10785,2,0,0,0,0,0,0
2814,1,0,0,0,0,0,0
6866,1,0,0,0,0,0,0
1665,5,0,1,1,0,1,1
6575,8,0,0,0,0,0,0
3829,1,0,0,0,0,0,0
